retailer,country,country_iso,account,site_type,product_id,product_title,product_description,oem,model_and_series,processor_brand,processor_series,processor_model,processor_number,processor_generation,graphics_card,form_factor,screen_size,screen_type,ram_gb,storage_gb,storage_type,operating_system,original_price_local,selling_price_local,usd_original_price,usd_selling_price,discount_amount_local,discount_pct,currency,price_history,availability,product_url,feed_timestamp,feed_date
HP,United States,US,HP,OEM,SKU-US-0006,"Apple MacBook Air 13"" M3 - Intel Core Ultra 5 125H (Desktop PC)",,Apple,"MacBook Air 13"" M3",Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1504,1324,1504,1324,180,12,USD,,InStock,https://www.hp.com/products/apple-macbook-air-13-m3-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0007,Dell XPS 14 (9440) - Intel Core i5 1335U (Laptop),,Dell,XPS 14 (9440),Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1551,1551,1551,1551,0,0,USD,,InStock,https://www.hp.com/products/dell-xps-14-9440--intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0008,HP Spectre x360 16 - AMD Ryzen 7 7840HS (Laptop),,HP,Spectre x360 16,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1598,1598,1598,1598,0,0,USD,,InStock,https://www.hp.com/products/hp-spectre-x360-16-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0009,Lenovo Yoga 7i 2-in-1 - Apple M3 Pro M3 Pro (Laptop),,Lenovo,Yoga 7i 2-in-1,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1645,1448,1645,1448,197,12,USD,,InStock,https://www.hp.com/products/lenovo-yoga-7i-2-in-1-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0010,ASUS ROG Zephyrus G16 - Intel Core Ultra 7 155H (Laptop),,ASUS,ROG Zephyrus G16,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1692,1387,1692,1387,305,18,USD,,InStock,https://www.hp.com/products/asus-rog-zephyrus-g16-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,,Acer Nitro 16 - Intel Core i7 13700H (Laptop),,Acer,Nitro 16,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1739,1739,1739,1739,0,0,USD,,InStock,https://www.hp.com/products/acer-nitro-16-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0012,Samsung Galaxy Book4 Pro - Intel Core 7 150U (Desktop PC),,Samsung,Galaxy Book4 Pro,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1786,1572,1786,1572,214,12,USD,,InStock,https://www.hp.com/products/samsung-galaxy-book4-pro-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0013,MSI Cyborg 15 - AMD Ryzen 9 7945HX (Laptop),,MSI,Cyborg 15,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1833,1833,1833,1833,0,0,USD,,InStock,https://www.hp.com/products/msi-cyborg-15-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0014,"Apple MacBook Air 13"" M3 - Snapdragon X Elite X1E-80-100 (Laptop)",,Apple,"MacBook Air 13"" M3",Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1880,1880,1880,1880,0,0,USD,,InStock,https://www.hp.com/products/apple-macbook-air-13-m3-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0015,Dell XPS 16 (9640) - Intel Core Ultra 9 185H (Laptop),,Dell,XPS 16 (9640),Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1927,1696,1927,1696,231,12,USD,,InStock,https://www.hp.com/products/dell-xps-16-9640--intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0016,HP Envy x360 15 - Intel Core i9 14900HX (Laptop),,HP,Envy x360 15,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1974,1974,1974,1974,0,0,USD,,InStock,https://www.hp.com/products/hp-envy-x360-15-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0017,Lenovo IdeaPad Slim 5 - AMD Ryzen 5 7520U (Laptop),,Lenovo,IdeaPad Slim 5,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2021,2021,2021,2021,0,0,USD,,InStock,https://www.hp.com/products/lenovo-ideapad-slim-5-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0018,ASUS ROG Strix SCAR 18 - Apple M3 M3 (Desktop PC),,ASUS,ROG Strix SCAR 18,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2068,1820,2068,1820,248,12,USD,,InStock,https://www.hp.com/products/asus-rog-strix-scar-18-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0019,Acer TravelMate P6 - Intel Core Ultra 5 125H (Laptop),,Acer,TravelMate P6,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2115,2115,2115,2115,0,0,USD,,InStock,https://www.hp.com/products/acer-travelmate-p6-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0020,Samsung Galaxy Book4 360 - Intel Core i5 1335U (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2162,1773,2162,1773,389,18,USD,,InStock,https://www.hp.com/products/samsung-galaxy-book4-360-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0021,MSI Stealth 16 AI Studio - AMD Ryzen 7 7840HS (Laptop),,MSI,Stealth 16 AI Studio,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2209,1944,2209,1944,265,12,USD,,InStock,https://www.hp.com/products/msi-stealth-16-ai-studio-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,,"Apple MacBook Air 13"" M3 - Apple M3 Pro M3 Pro (Laptop)",,Apple,"MacBook Air 13"" M3",Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2256,2256,2256,2256,0,0,USD,,InStock,https://www.hp.com/products/apple-macbook-air-13-m3-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0023,Dell Inspiron 15 (3520) - Intel Core Ultra 7 155H (Laptop),,Dell,Inspiron 15 (3520),Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2303,2303,2303,2303,0,0,USD,,InStock,https://www.hp.com/products/dell-inspiron-15-3520--intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0024,HP Pavilion Plus 14 - Intel Core i7 13700H (Desktop PC),,HP,Pavilion Plus 14,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2350,2068,2350,2068,282,12,USD,,InStock,https://www.hp.com/products/hp-pavilion-plus-14-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0025,Lenovo Legion Pro 7i - Intel Core 7 150U (Laptop),,Lenovo,Legion Pro 7i,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2397,1966,2397,1966,431,18,USD,,InStock,https://www.hp.com/products/lenovo-legion-pro-7i-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0026,ASUS TUF Gaming A15 - AMD Ryzen 9 7945HX (Laptop),,ASUS,TUF Gaming A15,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2444,2444,2444,2444,0,0,USD,,InStock,https://www.hp.com/products/asus-tuf-gaming-a15-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0027,Acer Spin 5 - Snapdragon X Elite X1E-80-100 (Laptop),,Acer,Spin 5,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2491,2192,2491,2192,299,12,USD,,InStock,https://www.hp.com/products/acer-spin-5-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0028,Samsung Galaxy Book4 Ultra - Intel Core Ultra 9 185H (Laptop),,Samsung,Galaxy Book4 Ultra,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2538,2538,2538,2538,0,0,USD,,InStock,https://www.hp.com/products/samsung-galaxy-book4-ultra-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0029,MSI Modern 14 - Intel Core i9 14900HX (Laptop),,MSI,Modern 14,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2585,2585,2585,2585,0,0,USD,,InStock,https://www.hp.com/products/msi-modern-14-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
HP,United States,US,HP,OEM,SKU-US-0030,"Apple MacBook Air 13"" M3 - AMD Ryzen 5 7520U (Desktop PC)",,Apple,"MacBook Air 13"" M3",AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2632,2316,2632,2316,316,12,USD,,InStock,https://www.hp.com/products/apple-macbook-air-13-m3-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0001,HP Spectre x360 16 - Intel Core i5 1335U (Laptop),,HP,Spectre x360 16,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1358,1358,1358,1358,0,0,USD,,InStock,https://www.lenovo.com/products/hp-spectre-x360-16-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0002,Lenovo Yoga 7i 2-in-1 - AMD Ryzen 7 7840HS (Laptop),,Lenovo,Yoga 7i 2-in-1,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1405,1405,1405,1405,0,0,USD,,InStock,https://www.lenovo.com/products/lenovo-yoga-7i-2-in-1-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0003,ASUS ROG Zephyrus G16 - Apple M3 Pro M3 Pro (Laptop),,ASUS,ROG Zephyrus G16,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1452,1278,1452,1278,174,12,USD,,InStock,https://www.lenovo.com/products/asus-rog-zephyrus-g16-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0004,Acer Nitro 16 - Intel Core Ultra 7 155H (Laptop),,Acer,Nitro 16,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1499,1499,1499,1499,0,0,USD,,InStock,https://www.lenovo.com/products/acer-nitro-16-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0005,Samsung Galaxy Book4 360 - Intel Core i7 13700H (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1546,1268,1546,1268,278,18,USD,,InStock,https://www.lenovo.com/products/samsung-galaxy-book4-360-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0006,MSI Stealth 16 AI Studio - Intel Core 7 150U (Desktop PC),,MSI,Stealth 16 AI Studio,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1593,1402,1593,1402,191,12,USD,,InStock,https://www.lenovo.com/products/msi-stealth-16-ai-studio-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0007,"Apple MacBook Air 15"" M3 - AMD Ryzen 9 7945HX (Laptop)",,Apple,"MacBook Air 15"" M3",AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1640,1640,1640,1640,0,0,USD,,InStock,https://www.lenovo.com/products/apple-macbook-air-15-m3-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0008,Dell XPS 16 (9640) - Snapdragon X Elite X1E-80-100 (Laptop),,Dell,XPS 16 (9640),Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1687,1687,1687,1687,0,0,USD,,InStock,https://www.lenovo.com/products/dell-xps-16-9640--snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0009,HP Envy x360 15 - Intel Core Ultra 9 185H (Laptop),,HP,Envy x360 15,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1734,1526,1734,1526,208,12,USD,,InStock,https://www.lenovo.com/products/hp-envy-x360-15-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0010,Lenovo IdeaPad Slim 5 - Intel Core i9 14900HX (Laptop),,Lenovo,IdeaPad Slim 5,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1781,1460,1781,1460,321,18,USD,,InStock,https://www.lenovo.com/products/lenovo-ideapad-slim-5-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,,ASUS ROG Strix SCAR 18 - AMD Ryzen 5 7520U (Laptop),,ASUS,ROG Strix SCAR 18,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1828,1828,1828,1828,0,0,USD,,InStock,https://www.lenovo.com/products/asus-rog-strix-scar-18-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0012,Acer TravelMate P6 - Apple M3 M3 (Desktop PC),,Acer,TravelMate P6,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1875,1650,1875,1650,225,12,USD,,InStock,https://www.lenovo.com/products/acer-travelmate-p6-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0013,Samsung Galaxy Book4 Ultra - Intel Core Ultra 5 125H (Laptop),,Samsung,Galaxy Book4 Ultra,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1922,1922,1922,1922,0,0,USD,,InStock,https://www.lenovo.com/products/samsung-galaxy-book4-ultra-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0014,MSI Modern 14 - Intel Core i5 1335U (Laptop),,MSI,Modern 14,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1969,1969,1969,1969,0,0,USD,,InStock,https://www.lenovo.com/products/msi-modern-14-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0015,"Apple MacBook Air 15"" M3 - AMD Ryzen 7 7840HS (Laptop)",,Apple,"MacBook Air 15"" M3",AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2016,1774,2016,1774,242,12,USD,,InStock,https://www.lenovo.com/products/apple-macbook-air-15-m3-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0016,Dell Inspiron 15 (3520) - Apple M3 Pro M3 Pro (Laptop),,Dell,Inspiron 15 (3520),Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2063,2063,2063,2063,0,0,USD,,InStock,https://www.lenovo.com/products/dell-inspiron-15-3520--apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0017,HP Pavilion Plus 14 - Intel Core Ultra 7 155H (Laptop),,HP,Pavilion Plus 14,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2110,2110,2110,2110,0,0,USD,,InStock,https://www.lenovo.com/products/hp-pavilion-plus-14-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0018,Lenovo Legion Pro 7i - Intel Core i7 13700H (Desktop PC),,Lenovo,Legion Pro 7i,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2157,1898,2157,1898,259,12,USD,,InStock,https://www.lenovo.com/products/lenovo-legion-pro-7i-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0019,ASUS TUF Gaming A15 - Intel Core 7 150U (Laptop),,ASUS,TUF Gaming A15,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2204,2204,2204,2204,0,0,USD,,InStock,https://www.lenovo.com/products/asus-tuf-gaming-a15-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0020,Acer Spin 5 - AMD Ryzen 9 7945HX (Laptop),,Acer,Spin 5,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2251,1846,2251,1846,405,18,USD,,InStock,https://www.lenovo.com/products/acer-spin-5-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0021,Samsung Galaxy Book4 Pro - Snapdragon X Elite X1E-80-100 (Laptop),,Samsung,Galaxy Book4 Pro,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2298,2022,2298,2022,276,12,USD,,InStock,https://www.lenovo.com/products/samsung-galaxy-book4-pro-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,,MSI Raider GE78 HX - Intel Core Ultra 9 185H (Laptop),,MSI,Raider GE78 HX,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2345,2345,2345,2345,0,0,USD,,InStock,https://www.lenovo.com/products/msi-raider-ge78-hx-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0023,"Apple MacBook Air 15"" M3 - Intel Core i9 14900HX (Laptop)",,Apple,"MacBook Air 15"" M3",Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2392,2392,2392,2392,0,0,USD,,InStock,https://www.lenovo.com/products/apple-macbook-air-15-m3-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0024,Dell Inspiron 16 Plus (7640) - AMD Ryzen 5 7520U (Desktop PC),,Dell,Inspiron 16 Plus (7640),AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2439,2146,2439,2146,293,12,USD,,InStock,https://www.lenovo.com/products/dell-inspiron-16-plus-7640--amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0025,HP OMEN 16 Transcend - Apple M3 M3 (Laptop),,HP,OMEN 16 Transcend,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2486,2039,2486,2039,447,18,USD,,InStock,https://www.lenovo.com/products/hp-omen-16-transcend-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0026,Lenovo ThinkBook 16 Gen 6 - Intel Core Ultra 5 125H (Laptop),,Lenovo,ThinkBook 16 Gen 6,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2533,2533,2533,2533,0,0,USD,,InStock,https://www.lenovo.com/products/lenovo-thinkbook-16-gen-6-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Lenovo,United States,US,Lenovo,OEM,SKU-US-0027,ASUS ExpertBook B9 - Intel Core i5 1335U (Laptop),,ASUS,ExpertBook B9,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2580,2270,2580,2270,310,12,USD,,InStock,https://www.lenovo.com/products/asus-expertbook-b9-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
