date|month|quarter|year|account|country|oem|model|product_id|product_title|processor|processor_model|number|gen|graphic_card|ram|storage|storage_type|screen_size|form_factor|original_price|selling_price|usd_selling_price|currency|Evo|Gaming|Vpro|Premium|3p_1p|s1|s2|p1|p2|p3|p4|p5|listing_s|details_p|Overall|audit_depth|product_url|concatenate
2026-08-27|August|Q3|2026|HP|United States|Apple|"MacBook Air 13"" M3"||"Apple MacBook Air 13"" M3 - Apple M3 Pro M3 Pro (Laptop)"|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2256|2256|2256|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.hp.com/products/apple-macbook-air-13-m3-apple-m3-pro|"HP|Apple|MacBook Air 13"" M3|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|HP|United States|Dell|Inspiron 15 (3520)|SKU-US-0023|Dell Inspiron 15 (3520) - Intel Core Ultra 7 155H (Laptop)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2303|2303|2303|USD|Y|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.hp.com/products/dell-inspiron-15-3520--intel-core-ultra-7|"HP|Dell|Inspiron 15 (3520)|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|HP|United States|HP|Pavilion Plus 14|SKU-US-0024|HP Pavilion Plus 14 - Intel Core i7 13700H (Desktop PC)|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|2350|2068|2068|USD|N|Y|Y|Y|OEM|100|0||||||50||50|LISTING_ONLY (2-Rule)|https://www.hp.com/products/hp-pavilion-plus-14-intel-core-i7|"HP|HP|Pavilion Plus 14|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|HP|United States|Lenovo|Legion Pro 7i|SKU-US-0025|Lenovo Legion Pro 7i - Intel Core 7 150U (Laptop)|Intel|Intel Core 7|150U|14th Gen / Series 1|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2397|1966|1966|USD|Y|N|N|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.hp.com/products/lenovo-legion-pro-7i-intel-core-7|"HP|Lenovo|Legion Pro 7i|Intel Core 7|150U"
2026-08-27|August|Q3|2026|HP|United States|ASUS|TUF Gaming A15|SKU-US-0026|ASUS TUF Gaming A15 - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2444|2444|2444|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.hp.com/products/asus-tuf-gaming-a15-amd-ryzen-9|"HP|ASUS|TUF Gaming A15|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|HP|United States|Acer|Spin 5|SKU-US-0027|Acer Spin 5 - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|2491|2192|2192|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.hp.com/products/acer-spin-5-snapdragon-x-elite|"HP|Acer|Spin 5|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|HP|United States|Samsung|Galaxy Book4 Ultra|SKU-US-0028|Samsung Galaxy Book4 Ultra - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2538|2538|2538|USD|Y|Y|Y|Y|OEM|80|0||||||40||40|LISTING_ONLY (2-Rule)|https://www.hp.com/products/samsung-galaxy-book4-ultra-intel-core-ultra-9|"HP|Samsung|Galaxy Book4 Ultra|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|HP|United States|MSI|Modern 14|SKU-US-0029|MSI Modern 14 - Intel Core i9 14900HX (Laptop)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2585|2585|2585|USD|N|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.hp.com/products/msi-modern-14-intel-core-i9|"HP|MSI|Modern 14|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|HP|United States|Apple|"MacBook Air 13"" M3"|SKU-US-0030|"Apple MacBook Air 13"" M3 - AMD Ryzen 5 7520U (Desktop PC)"|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|2632|2316|2316|USD|N|N|N|N|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.hp.com/products/apple-macbook-air-13-m3-amd-ryzen-5|"HP|Apple|MacBook Air 13"" M3|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Lenovo|United States|HP|Spectre x360 16|SKU-US-0001|HP Spectre x360 16 - Intel Core i5 1335U (Laptop)|Intel|Intel Core i5|1335U|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1358|1358|1358|USD|N|N|N|N|OEM|100|100|100|100|100|60|70|100|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/hp-spectre-x360-16-intel-core-i5|"Lenovo|HP|Spectre x360 16|Intel Core i5|1335U"
2026-08-27|August|Q3|2026|Lenovo|United States|Lenovo|Yoga 7i 2-in-1|SKU-US-0002|Lenovo Yoga 7i 2-in-1 - AMD Ryzen 7 7840HS (Laptop)|AMD|AMD Ryzen 7|7840HS|Zen 4 / Phoenix|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1405|1405|1405|USD|N|N|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/lenovo-yoga-7i-2-in-1-amd-ryzen-7|"Lenovo|Lenovo|Yoga 7i 2-in-1|AMD Ryzen 7|7840HS"
2026-08-27|August|Q3|2026|Lenovo|United States|ASUS|ROG Zephyrus G16|SKU-US-0003|ASUS ROG Zephyrus G16 - Apple M3 Pro M3 Pro (Laptop)|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1452|1278|1278|USD|N|N|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/asus-rog-zephyrus-g16-apple-m3-pro|"Lenovo|ASUS|ROG Zephyrus G16|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|Lenovo|United States|Acer|Nitro 16|SKU-US-0004|Acer Nitro 16 - Intel Core Ultra 7 155H (Laptop)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1499|1499|1499|USD|Y|Y|Y|Y|OEM|100|0|100|100|100|80|70|50|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/acer-nitro-16-intel-core-ultra-7|"Lenovo|Acer|Nitro 16|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|Lenovo|United States|Samsung|Galaxy Book4 360|SKU-US-0005|Samsung Galaxy Book4 360 - Intel Core i7 13700H (Laptop)|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1546|1268|1268|USD|N|N|Y|Y|OEM|100|100|85|100|100|60|70|100|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/samsung-galaxy-book4-360-intel-core-i7|"Lenovo|Samsung|Galaxy Book4 360|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|Lenovo|United States|MSI|Stealth 16 AI Studio|SKU-US-0006|MSI Stealth 16 AI Studio - Intel Core 7 150U (Desktop PC)|Intel|Intel Core 7|150U|14th Gen / Series 1|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1593|1402|1402|USD|Y|N|N|Y|OEM|100|100|100|80|100|80|90|100|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/msi-stealth-16-ai-studio-intel-core-7|"Lenovo|MSI|Stealth 16 AI Studio|Intel Core 7|150U"
2026-08-27|August|Q3|2026|Lenovo|United States|Apple|"MacBook Air 15"" M3"|SKU-US-0007|"Apple MacBook Air 15"" M3 - AMD Ryzen 9 7945HX (Laptop)"|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1640|1640|1640|USD|N|N|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/apple-macbook-air-15-m3-amd-ryzen-9|"Lenovo|Apple|MacBook Air 15"" M3|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Lenovo|United States|Dell|XPS 16 (9640)|SKU-US-0008|Dell XPS 16 (9640) - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1687|1687|1687|USD|N|Y|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/dell-xps-16-9640--snapdragon-x-elite|"Lenovo|Dell|XPS 16 (9640)|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Lenovo|United States|HP|Envy x360 15|SKU-US-0009|HP Envy x360 15 - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1734|1526|1526|USD|Y|N|Y|Y|OEM|100|100|100|80|100|60|90|100|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/hp-envy-x360-15-intel-core-ultra-9|"Lenovo|HP|Envy x360 15|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Lenovo|United States|Lenovo|IdeaPad Slim 5|SKU-US-0010|Lenovo IdeaPad Slim 5 - Intel Core i9 14900HX (Laptop)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1781|1460|1460|USD|N|N|Y|Y|OEM|100|100|85|100|100|80|70|100|87|92|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/lenovo-ideapad-slim-5-intel-core-i9|"Lenovo|Lenovo|IdeaPad Slim 5|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|Lenovo|United States|ASUS|ROG Strix SCAR 18||ASUS ROG Strix SCAR 18 - AMD Ryzen 5 7520U (Laptop)|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1828|1828|1828|USD|N|N|N|N|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.lenovo.com/products/asus-rog-strix-scar-18-amd-ryzen-5|"Lenovo|ASUS|ROG Strix SCAR 18|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Lenovo|United States|Acer|TravelMate P6|SKU-US-0012|Acer TravelMate P6 - Apple M3 M3 (Desktop PC)|Apple|Apple M3|M3|3nm Apple Silicon|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1875|1650|1650|USD|N|Y|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/acer-travelmate-p6-apple-m3|"Lenovo|Acer|TravelMate P6|Apple M3|M3"
2026-08-27|August|Q3|2026|Lenovo|United States|Samsung|Galaxy Book4 Ultra|SKU-US-0013|Samsung Galaxy Book4 Ultra - Intel Core Ultra 5 125H (Laptop)|Intel|Intel Core Ultra 5|125H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1922|1922|1922|USD|Y|N|N|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/samsung-galaxy-book4-ultra-intel-core-ultra-5|"Lenovo|Samsung|Galaxy Book4 Ultra|Intel Core Ultra 5|125H"
2026-08-27|August|Q3|2026|Lenovo|United States|MSI|Modern 14|SKU-US-0014|MSI Modern 14 - Intel Core i5 1335U (Laptop)|Intel|Intel Core i5|1335U|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1969|1969|1969|USD|N|N|N|N|OEM|80|100||||||90||90|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/msi-modern-14-intel-core-i5|"Lenovo|MSI|Modern 14|Intel Core i5|1335U"
2026-08-27|August|Q3|2026|Lenovo|United States|Apple|"MacBook Air 15"" M3"|SKU-US-0015|"Apple MacBook Air 15"" M3 - AMD Ryzen 7 7840HS (Laptop)"|AMD|AMD Ryzen 7|7840HS|Zen 4 / Phoenix|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|2016|1774|1774|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/apple-macbook-air-15-m3-amd-ryzen-7|"Lenovo|Apple|MacBook Air 15"" M3|AMD Ryzen 7|7840HS"
2026-08-27|August|Q3|2026|Lenovo|United States|Dell|Inspiron 15 (3520)|SKU-US-0016|Dell Inspiron 15 (3520) - Apple M3 Pro M3 Pro (Laptop)|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2063|2063|2063|USD|N|Y|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/dell-inspiron-15-3520--apple-m3-pro|"Lenovo|Dell|Inspiron 15 (3520)|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|Lenovo|United States|HP|Pavilion Plus 14|SKU-US-0017|HP Pavilion Plus 14 - Intel Core Ultra 7 155H (Laptop)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2110|2110|2110|USD|Y|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/hp-pavilion-plus-14-intel-core-ultra-7|"Lenovo|HP|Pavilion Plus 14|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|Lenovo|United States|Lenovo|Legion Pro 7i|SKU-US-0018|Lenovo Legion Pro 7i - Intel Core i7 13700H (Desktop PC)|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|2157|1898|1898|USD|N|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/lenovo-legion-pro-7i-intel-core-i7|"Lenovo|Lenovo|Legion Pro 7i|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|Lenovo|United States|ASUS|TUF Gaming A15|SKU-US-0019|ASUS TUF Gaming A15 - Intel Core 7 150U (Laptop)|Intel|Intel Core 7|150U|14th Gen / Series 1|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2204|2204|2204|USD|Y|N|N|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/asus-tuf-gaming-a15-intel-core-7|"Lenovo|ASUS|TUF Gaming A15|Intel Core 7|150U"
2026-08-27|August|Q3|2026|Lenovo|United States|Acer|Spin 5|SKU-US-0020|Acer Spin 5 - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2251|1846|1846|USD|N|Y|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/acer-spin-5-amd-ryzen-9|"Lenovo|Acer|Spin 5|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Lenovo|United States|Samsung|Galaxy Book4 Pro|SKU-US-0021|Samsung Galaxy Book4 Pro - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|2298|2022|2022|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/samsung-galaxy-book4-pro-snapdragon-x-elite|"Lenovo|Samsung|Galaxy Book4 Pro|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Lenovo|United States|MSI|Raider GE78 HX||MSI Raider GE78 HX - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2345|2345|2345|USD|Y|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/msi-raider-ge78-hx-intel-core-ultra-9|"Lenovo|MSI|Raider GE78 HX|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Lenovo|United States|Apple|"MacBook Air 15"" M3"|SKU-US-0023|"Apple MacBook Air 15"" M3 - Intel Core i9 14900HX (Laptop)"|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2392|2392|2392|USD|N|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/apple-macbook-air-15-m3-intel-core-i9|"Lenovo|Apple|MacBook Air 15"" M3|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|Lenovo|United States|Dell|Inspiron 16 Plus (7640)|SKU-US-0024|Dell Inspiron 16 Plus (7640) - AMD Ryzen 5 7520U (Desktop PC)|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|2439|2146|2146|USD|N|Y|N|N|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/dell-inspiron-16-plus-7640--amd-ryzen-5|"Lenovo|Dell|Inspiron 16 Plus (7640)|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Lenovo|United States|HP|OMEN 16 Transcend|SKU-US-0025|HP OMEN 16 Transcend - Apple M3 M3 (Laptop)|Apple|Apple M3|M3|3nm Apple Silicon|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2486|2039|2039|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/hp-omen-16-transcend-apple-m3|"Lenovo|HP|OMEN 16 Transcend|Apple M3|M3"
2026-08-27|August|Q3|2026|Lenovo|United States|Lenovo|ThinkBook 16 Gen 6|SKU-US-0026|Lenovo ThinkBook 16 Gen 6 - Intel Core Ultra 5 125H (Laptop)|Intel|Intel Core Ultra 5|125H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2533|2533|2533|USD|Y|N|N|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/lenovo-thinkbook-16-gen-6-intel-core-ultra-5|"Lenovo|Lenovo|ThinkBook 16 Gen 6|Intel Core Ultra 5|125H"
2026-08-27|August|Q3|2026|Lenovo|United States|ASUS|ExpertBook B9|SKU-US-0027|ASUS ExpertBook B9 - Intel Core i5 1335U (Laptop)|Intel|Intel Core i5|1335U|13th Gen / Raptor Lake|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|2580|2270|2270|USD|N|N|N|N|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/asus-expertbook-b9-intel-core-i5|"Lenovo|ASUS|ExpertBook B9|Intel Core i5|1335U"
2026-08-27|August|Q3|2026|Lenovo|United States|Acer|Swift Go 14 AI|SKU-US-0028|Acer Swift Go 14 AI - AMD Ryzen 7 7840HS (Laptop)|AMD|AMD Ryzen 7|7840HS|Zen 4 / Phoenix|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2627|2627|2627|USD|N|Y|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/acer-swift-go-14-ai-amd-ryzen-7|"Lenovo|Acer|Swift Go 14 AI|AMD Ryzen 7|7840HS"
2026-08-27|August|Q3|2026|Lenovo|United States|Samsung|Galaxy Book4 360|SKU-US-0029|Samsung Galaxy Book4 360 - Apple M3 Pro M3 Pro (Laptop)|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2674|2674|2674|USD|N|N|N|Y|OEM|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/samsung-galaxy-book4-360-apple-m3-pro|"Lenovo|Samsung|Galaxy Book4 360|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|Lenovo|United States|MSI|Prestige 16 AI Evo|SKU-US-0030|MSI Prestige 16 AI Evo - Intel Core Ultra 7 155H (Desktop PC)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|2721|2394|2394|USD|Y|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/msi-prestige-16-ai-evo-intel-core-ultra-7|"Lenovo|MSI|Prestige 16 AI Evo|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|Lenovo|United States|Apple|"MacBook Air 15"" M3"|SKU-US-0031|"Apple MacBook Air 15"" M3 - Intel Core i7 13700H (Laptop)"|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2768|2768|2768|USD|N|N|Y|Y|OEM|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.lenovo.com/products/apple-macbook-air-15-m3-intel-core-i7|"Lenovo|Apple|MacBook Air 15"" M3|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|Acer|Global|Dell|XPS 16 (9640)|SKU-Global-0001|Dell XPS 16 (9640) - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1447|1447|1447|USD|N|N|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://store.acer.com/products/dell-xps-16-9640--amd-ryzen-9|"Acer|Dell|XPS 16 (9640)|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Acer|Global|HP|Envy x360 15|SKU-Global-0002|HP Envy x360 15 - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1494|1494|1494|USD|N|N|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://store.acer.com/products/hp-envy-x360-15-snapdragon-x-elite|"Acer|HP|Envy x360 15|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Acer|Global|Lenovo|IdeaPad Slim 5|SKU-Global-0003|Lenovo IdeaPad Slim 5 - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1541|1356|1356|USD|Y|N|Y|Y|OEM|100|100|100|80|100|60|90|100|86|92|FULL_PDP_AUDIT (7-Rule)|https://store.acer.com/products/lenovo-ideapad-slim-5-intel-core-ultra-9|"Acer|Lenovo|IdeaPad Slim 5|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Acer|Global|ASUS|ROG Strix SCAR 18|SKU-Global-0004|ASUS ROG Strix SCAR 18 - Intel Core i9 14900HX (Laptop)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1588|1588|1588|USD|N|Y|Y|Y|OEM|100|0|100|100|100|80|70|50|90|74|FULL_PDP_AUDIT (7-Rule)|https://store.acer.com/products/asus-rog-strix-scar-18-intel-core-i9|"Acer|ASUS|ROG Strix SCAR 18|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|Acer|Global|Acer|TravelMate P6|SKU-Global-0005|Acer TravelMate P6 - AMD Ryzen 5 7520U (Laptop)|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1635|1341|1341|USD|N|N|N|N|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://store.acer.com/products/acer-travelmate-p6-amd-ryzen-5|"Acer|Acer|TravelMate P6|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Acer|Global|Samsung|Galaxy Book4 Pro|SKU-Global-0006|Samsung Galaxy Book4 Pro - Apple M3 M3 (Desktop PC)|Apple|Apple M3|M3|3nm Apple Silicon|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1682|1480|1480|USD|N|N|N|Y|OEM|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://store.acer.com/products/samsung-galaxy-book4-pro-apple-m3|"Acer|Samsung|Galaxy Book4 Pro|Apple M3|M3"
