sku_id|retailer|country|oem|model|processor|is_evo|evo_badge_detected|details_p|Overall|audit_depth|product_url
SKU-Global-0017|Acer|Global|Dell|Inspiron 16 Plus (7640)|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://store.acer.com/products/dell-inspiron-16-plus-7640--intel-core-i9
SKU-Global-0020|Acer|Global|ASUS|ExpertBook B9|Intel Core Ultra 5|Y|YES||50|LISTING_ONLY (2-Rule)|https://store.acer.com/products/asus-expertbook-b9-intel-core-ultra-5
SKU-Global-0021|Acer|Global|Acer|Swift Go 14 AI|Intel Core i5|N|NO||90|LISTING_ONLY (2-Rule)|https://store.acer.com/products/acer-swift-go-14-ai-intel-core-i5
SKU-Global-0025|Acer|Global|Dell|Alienware m16 R2|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://store.acer.com/products/dell-alienware-m16-r2-intel-core-i7
SKU-Global-0026|Acer|Global|HP|Victus 15|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://store.acer.com/products/hp-victus-15-intel-core-7
SKU-CA-0001|Best Buy - CA|Canada|Apple|"MacBook Pro 16"" M3 Max"|Intel Core Ultra 5|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.bestbuy.ca/products/apple-macbook-pro-16-m3-max-intel-core-ultra-5
SKU-CA-0002|Best Buy - CA|Canada|Dell|Inspiron 15 (3520)|Intel Core i5|N|NO|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.bestbuy.ca/products/dell-inspiron-15-3520--intel-core-i5
SKU-CA-0005|Best Buy - CA|Canada|ASUS|TUF Gaming A15|Intel Core Ultra 7|Y|YES|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.bestbuy.ca/products/asus-tuf-gaming-a15-intel-core-ultra-7
SKU-CA-0007|Best Buy - CA|Canada|Samsung|Galaxy Book4 Ultra|Intel Core 7|Y|YES|86|88|FULL_PDP_AUDIT (7-Rule)|https://www.bestbuy.ca/products/samsung-galaxy-book4-ultra-intel-core-7
SKU-CA-0010|Best Buy - CA|Canada|Dell|Inspiron 16 Plus (7640)|Intel Core Ultra 9|Y|YES|87|92|FULL_PDP_AUDIT (7-Rule)|https://www.bestbuy.ca/products/dell-inspiron-16-plus-7640--intel-core-ultra-9
|Best Buy - CA|Canada|HP|OMEN 16 Transcend|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/hp-omen-16-transcend-intel-core-i9
SKU-CA-0014|Best Buy - CA|Canada|Acer|Swift Go 14 AI|Intel Core Ultra 5|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/acer-swift-go-14-ai-intel-core-ultra-5
SKU-CA-0015|Best Buy - CA|Canada|Samsung|Galaxy Book4 Pro|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/samsung-galaxy-book4-pro-intel-core-i5
SKU-CA-0019|Best Buy - CA|Canada|HP|Victus 15|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/hp-victus-15-intel-core-i7
SKU-CA-0020|Best Buy - CA|Canada|Lenovo|LOQ 15IRX9|Intel Core 7|Y|YES||50|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/lenovo-loq-15irx9-intel-core-7
SKU-CA-0023|Best Buy - CA|Canada|Samsung|Galaxy Book4 360|Intel Core Ultra 9|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/samsung-galaxy-book4-360-intel-core-ultra-9
SKU-CA-0027|Best Buy - CA|Canada|HP|EliteBook 840 G10|Intel Core Ultra 5|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/hp-elitebook-840-g10-intel-core-ultra-5
SKU-CA-0028|Best Buy - CA|Canada|Lenovo|ThinkPad X1 Carbon Gen 12|Intel Core i5|N|NO||40|LISTING_ONLY (2-Rule)|https://www.bestbuy.ca/products/lenovo-thinkpad-x1-carbon-gen-12-intel-core-i5
SKU-CA-0001|Amazon - CA|Canada|MSI|Stealth 16 AI Studio|Intel Core 7|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.ca/products/msi-stealth-16-ai-studio-intel-core-7
SKU-CA-0004|Amazon - CA|Canada|HP|OMEN 16 Transcend|Intel Core Ultra 9|Y|YES|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.ca/products/hp-omen-16-transcend-intel-core-ultra-9
SKU-CA-0005|Amazon - CA|Canada|Lenovo|ThinkBook 16 Gen 6|Intel Core i9|N|NO|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.ca/products/lenovo-thinkbook-16-gen-6-intel-core-i9
SKU-CA-0008|Amazon - CA|Canada|Samsung|Galaxy Book4 360|Intel Core Ultra 5|Y|YES|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.ca/products/samsung-galaxy-book4-360-intel-core-ultra-5
SKU-CA-0009|Amazon - CA|Canada|MSI|Modern 14|Intel Core i5|N|NO|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.ca/products/msi-modern-14-intel-core-i5
SKU-CA-0013|Amazon - CA|Canada|Lenovo|LOQ 15IRX9|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/lenovo-loq-15irx9-intel-core-i7
SKU-CA-0014|Amazon - CA|Canada|ASUS|Zenbook Duo (2024)|Intel Core 7|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/asus-zenbook-duo-2024--intel-core-7
SKU-CA-0017|Amazon - CA|Canada|MSI|Raider GE78 HX|Intel Core Ultra 9|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/msi-raider-ge78-hx-intel-core-ultra-9
SKU-CA-0021|Amazon - CA|Canada|Lenovo|ThinkPad X1 Carbon Gen 12|Intel Core Ultra 5|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/lenovo-thinkpad-x1-carbon-gen-12-intel-core-ultra-5
|Amazon - CA|Canada|ASUS|Zenbook 14 OLED|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/asus-zenbook-14-oled-intel-core-i5
SKU-CA-0025|Amazon - CA|Canada|MSI|Prestige 16 AI Evo|Intel Core Ultra 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/msi-prestige-16-ai-evo-intel-core-ultra-7
SKU-CA-0026|Amazon - CA|Canada|Apple|"MacBook Air 13"" M3"|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/apple-macbook-air-13-m3-intel-core-i7
SKU-CA-0027|Amazon - CA|Canada|Dell|G15 Gaming (5530)|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/dell-g15-gaming-5530--intel-core-7
SKU-CA-0031|Amazon - CA|Canada|Acer|Predator Helios 16|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.ca/products/acer-predator-helios-16-intel-core-i9
SKU-UK-0002|Amazon - UK|United Kingdom|MSI|Raider GE78 HX|Intel Core Ultra 5|Y|YES|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.co.uk/products/msi-raider-ge78-hx-intel-core-ultra-5
SKU-UK-0003|Amazon - UK|United Kingdom|Apple|"MacBook Air 15"" M3"|Intel Core i5|N|NO|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.co.uk/products/apple-macbook-air-15-m3-intel-core-i5
SKU-UK-0007|Amazon - UK|United Kingdom|ASUS|Zenbook Duo (2024)|Intel Core i7|N|NO|86|88|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.co.uk/products/asus-zenbook-duo-2024--intel-core-i7
SKU-UK-0008|Amazon - UK|United Kingdom|Acer|Swift X 14|Intel Core 7|Y|YES|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.co.uk/products/acer-swift-x-14-intel-core-7
|Amazon - UK|United Kingdom|Apple|"MacBook Air 15"" M3"|Intel Core Ultra 9|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.co.uk/products/apple-macbook-air-15-m3-intel-core-ultra-9
SKU-UK-0015|Amazon - UK|United Kingdom|ASUS|Zenbook 14 OLED|Intel Core Ultra 5|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/asus-zenbook-14-oled-intel-core-ultra-5
SKU-UK-0016|Amazon - UK|United Kingdom|Acer|Aspire 5|Intel Core i5|N|NO||50|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/acer-aspire-5-intel-core-i5
SKU-UK-0019|Amazon - UK|United Kingdom|Apple|"MacBook Air 15"" M3"|Intel Core Ultra 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/apple-macbook-air-15-m3-intel-core-ultra-7
SKU-UK-0020|Amazon - UK|United Kingdom|Dell|G15 Gaming (5530)|Intel Core i7|N|NO||50|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/dell-g15-gaming-5530--intel-core-i7
SKU-UK-0021|Amazon - UK|United Kingdom|HP|Spectre x360 14|Intel Core 7|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/hp-spectre-x360-14-intel-core-7
SKU-UK-0025|Amazon - UK|United Kingdom|Samsung|Galaxy Book4 Ultra|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/samsung-galaxy-book4-ultra-intel-core-i9
SKU-UK-0028|Amazon - UK|United Kingdom|Dell|XPS 14 (9440)|Intel Core Ultra 5|Y|YES||40|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/dell-xps-14-9440--intel-core-ultra-5
SKU-UK-0029|Amazon - UK|United Kingdom|HP|Spectre x360 16|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/hp-spectre-x360-16-intel-core-i5
SKU-UK-0032|Amazon - UK|United Kingdom|Acer|Nitro 16|Intel Core Ultra 7|Y|YES||50|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/acer-nitro-16-intel-core-ultra-7
|Amazon - UK|United Kingdom|Samsung|Galaxy Book4 Pro|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.co.uk/products/samsung-galaxy-book4-pro-intel-core-i7
SKU-UK-0001|Currys - UK|United Kingdom|Acer|Swift X 14|Intel Core i7|N|NO|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.currys.co.uk/products/acer-swift-x-14-intel-core-i7
SKU-UK-0002|Currys - UK|United Kingdom|Samsung|Galaxy Book4 360|Intel Core 7|Y|YES|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.currys.co.uk/products/samsung-galaxy-book4-360-intel-core-7
SKU-UK-0005|Currys - UK|United Kingdom|Dell|Latitude 5540|Intel Core Ultra 9|Y|YES|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.currys.co.uk/products/dell-latitude-5540-intel-core-ultra-9
SKU-UK-0009|Currys - UK|United Kingdom|Acer|Aspire 5|Intel Core Ultra 5|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.currys.co.uk/products/acer-aspire-5-intel-core-ultra-5
SKU-UK-0010|Currys - UK|United Kingdom|Samsung|Galaxy Book4 Ultra|Intel Core i5|N|NO|87|92|FULL_PDP_AUDIT (7-Rule)|https://www.currys.co.uk/products/samsung-galaxy-book4-ultra-intel-core-i5
SKU-UK-0013|Currys - UK|United Kingdom|Dell|G15 Gaming (5530)|Intel Core Ultra 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/dell-g15-gaming-5530--intel-core-ultra-7
SKU-UK-0014|Currys - UK|United Kingdom|HP|Spectre x360 14|Intel Core i7|N|NO||90|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/hp-spectre-x360-14-intel-core-i7
SKU-UK-0015|Currys - UK|United Kingdom|Lenovo|"Yoga Pro 9i (16"")"|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/lenovo-yoga-pro-9i-16--intel-core-7
SKU-UK-0019|Currys - UK|United Kingdom|MSI|Modern 14|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/msi-modern-14-intel-core-i9
|Currys - UK|United Kingdom|HP|Spectre x360 16|Intel Core Ultra 5|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/hp-spectre-x360-16-intel-core-ultra-5
SKU-UK-0023|Currys - UK|United Kingdom|Lenovo|Yoga 7i 2-in-1|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/lenovo-yoga-7i-2-in-1-intel-core-i5
SKU-UK-0026|Currys - UK|United Kingdom|Samsung|Galaxy Book4 360|Intel Core Ultra 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/samsung-galaxy-book4-360-intel-core-ultra-7
SKU-UK-0027|Currys - UK|United Kingdom|MSI|Raider GE78 HX|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/msi-raider-ge78-hx-intel-core-i7
SKU-UK-0028|Currys - UK|United Kingdom|Apple|"MacBook Pro 14"" M3"|Intel Core 7|Y|YES||40|LISTING_ONLY (2-Rule)|https://www.currys.co.uk/products/apple-macbook-pro-14-m3-intel-core-7
SKU-DE-0003|Amazon - DE|Germany|Samsung|Galaxy Book4 Pro|Intel Core Ultra 5|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.de/products/samsung-galaxy-book4-pro-intel-core-ultra-5
SKU-DE-0004|Amazon - DE|Germany|MSI|Modern 14|Intel Core i5|N|NO|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.de/products/msi-modern-14-intel-core-i5
SKU-DE-0007|Amazon - DE|Germany|HP|Spectre x360 14|Intel Core Ultra 7|Y|YES|86|88|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.de/products/hp-spectre-x360-14-intel-core-ultra-7
SKU-DE-0008|Amazon - DE|Germany|Lenovo|"Yoga Pro 9i (16"")"|Intel Core i7|N|NO|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.de/products/lenovo-yoga-pro-9i-16--intel-core-i7
SKU-DE-0009|Amazon - DE|Germany|ASUS|Vivobook S 15 OLED|Intel Core 7|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.de/products/asus-vivobook-s-15-oled-intel-core-7
SKU-DE-0013|Amazon - DE|Germany|Apple|"MacBook Pro 16"" M3 Max"|Intel Core i9|N|NO|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.de/products/apple-macbook-pro-16-m3-max-intel-core-i9
SKU-DE-0016|Amazon - DE|Germany|Lenovo|Yoga 7i 2-in-1|Intel Core Ultra 5|Y|YES||50|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/lenovo-yoga-7i-2-in-1-intel-core-ultra-5
SKU-DE-0017|Amazon - DE|Germany|ASUS|ROG Zephyrus G16|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/asus-rog-zephyrus-g16-intel-core-i5
SKU-DE-0020|Amazon - DE|Germany|MSI|Prestige 16 AI Evo|Intel Core Ultra 7|Y|YES||50|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/msi-prestige-16-ai-evo-intel-core-ultra-7
SKU-DE-0021|Amazon - DE|Germany|Apple|"MacBook Pro 16"" M3 Max"|Intel Core i7|N|NO||90|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/apple-macbook-pro-16-m3-max-intel-core-i7
|Amazon - DE|Germany|Dell|XPS 16 (9640)|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/dell-xps-16-9640--intel-core-7
SKU-DE-0025|Amazon - DE|Germany|ASUS|ROG Strix SCAR 18|Intel Core Ultra 9|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/asus-rog-strix-scar-18-intel-core-ultra-9
SKU-DE-0026|Amazon - DE|Germany|Acer|TravelMate P6|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/acer-travelmate-p6-intel-core-i9
SKU-DE-0029|Amazon - DE|Germany|Apple|"MacBook Pro 16"" M3 Max"|Intel Core Ultra 5|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.de/products/apple-macbook-pro-16-m3-max-intel-core-ultra-5
SKU-DE-0001|MediaMarkt - DE|Germany|Lenovo|"Yoga Pro 9i (16"")"|Intel Core Ultra 7|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.mediamarkt.de/products/lenovo-yoga-pro-9i-16--intel-core-ultra-7
SKU-DE-0002|MediaMarkt - DE|Germany|ASUS|Vivobook S 15 OLED|Intel Core i7|N|NO|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.mediamarkt.de/products/asus-vivobook-s-15-oled-intel-core-i7
SKU-DE-0003|MediaMarkt - DE|Germany|Acer|Predator Helios 16|Intel Core 7|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.mediamarkt.de/products/acer-predator-helios-16-intel-core-7
SKU-DE-0007|MediaMarkt - DE|Germany|Dell|XPS 14 (9440)|Intel Core i9|N|NO|86|88|FULL_PDP_AUDIT (7-Rule)|https://www.mediamarkt.de/products/dell-xps-14-9440--intel-core-i9
SKU-DE-0010|MediaMarkt - DE|Germany|ASUS|ROG Zephyrus G16|Intel Core Ultra 5|Y|YES|87|92|FULL_PDP_AUDIT (7-Rule)|https://www.mediamarkt.de/products/asus-rog-zephyrus-g16-intel-core-ultra-5
|MediaMarkt - DE|Germany|Acer|Nitro 16|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/acer-nitro-16-intel-core-i5
SKU-DE-0014|MediaMarkt - DE|Germany|Apple|"MacBook Air 13"" M3"|Intel Core Ultra 7|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/apple-macbook-air-13-m3-intel-core-ultra-7
SKU-DE-0015|MediaMarkt - DE|Germany|Dell|XPS 16 (9640)|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/dell-xps-16-9640--intel-core-i7
SKU-DE-0016|MediaMarkt - DE|Germany|HP|Envy x360 15|Intel Core 7|Y|YES||50|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/hp-envy-x360-15-intel-core-7
SKU-DE-0019|MediaMarkt - DE|Germany|Acer|TravelMate P6|Intel Core Ultra 9|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/acer-travelmate-p6-intel-core-ultra-9
SKU-DE-0020|MediaMarkt - DE|Germany|Samsung|Galaxy Book4 360|Intel Core i9|N|NO||50|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/samsung-galaxy-book4-360-intel-core-i9
SKU-DE-0023|MediaMarkt - DE|Germany|Dell|Inspiron 15 (3520)|Intel Core Ultra 5|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/dell-inspiron-15-3520--intel-core-ultra-5
SKU-DE-0027|MediaMarkt - DE|Germany|Acer|Spin 5|Intel Core Ultra 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/acer-spin-5-intel-core-ultra-7
SKU-DE-0028|MediaMarkt - DE|Germany|Samsung|Galaxy Book4 Ultra|Intel Core i7|N|NO||40|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/samsung-galaxy-book4-ultra-intel-core-i7
SKU-DE-0029|MediaMarkt - DE|Germany|MSI|Modern 14|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.mediamarkt.de/products/msi-modern-14-intel-core-7
SKU-DE-0001|Expert - DE|Germany|HP|Spectre x360 16|Intel Core i9|N|NO|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.expert.de/products/hp-spectre-x360-16-intel-core-i9
SKU-DE-0004|Expert - DE|Germany|Acer|Nitro 16|Intel Core Ultra 5|Y|YES|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.expert.de/products/acer-nitro-16-intel-core-ultra-5
SKU-DE-0005|Expert - DE|Germany|Samsung|Galaxy Book4 360|Intel Core i5|N|NO|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.expert.de/products/samsung-galaxy-book4-360-intel-core-i5
SKU-DE-0008|Expert - DE|Germany|Dell|XPS 16 (9640)|Intel Core Ultra 7|Y|YES|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.expert.de/products/dell-xps-16-9640--intel-core-ultra-7
SKU-DE-0009|Expert - DE|Germany|HP|Envy x360 15|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/hp-envy-x360-15-intel-core-i7
SKU-DE-0010|Expert - DE|Germany|Lenovo|IdeaPad Slim 5|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/lenovo-ideapad-slim-5-intel-core-7
SKU-DE-0013|Expert - DE|Germany|Samsung|Galaxy Book4 Ultra|Intel Core Ultra 9|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/samsung-galaxy-book4-ultra-intel-core-ultra-9
SKU-DE-0014|Expert - DE|Germany|MSI|Modern 14|Intel Core i9|N|NO||90|LISTING_ONLY (2-Rule)|https://www.expert.de/products/msi-modern-14-intel-core-i9
SKU-DE-0017|Expert - DE|Germany|HP|Pavilion Plus 14|Intel Core Ultra 5|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/hp-pavilion-plus-14-intel-core-ultra-5
SKU-DE-0021|Expert - DE|Germany|Samsung|Galaxy Book4 Pro|Intel Core Ultra 7|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.expert.de/products/samsung-galaxy-book4-pro-intel-core-ultra-7
|Expert - DE|Germany|MSI|Raider GE78 HX|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/msi-raider-ge78-hx-intel-core-i7
SKU-DE-0023|Expert - DE|Germany|Apple|"MacBook Air 15"" M3"|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/apple-macbook-air-15-m3-intel-core-7
SKU-DE-0026|Expert - DE|Germany|Lenovo|ThinkBook 16 Gen 6|Intel Core Ultra 9|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/lenovo-thinkbook-16-gen-6-intel-core-ultra-9
SKU-DE-0027|Expert - DE|Germany|ASUS|ExpertBook B9|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.expert.de/products/asus-expertbook-b9-intel-core-i9
SKU-FR-0002|Amazon - FR|France|HP|Envy x360 15|Intel Core Ultra 7|Y|YES|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.fr/products/hp-envy-x360-15-intel-core-ultra-7
SKU-FR-0003|Amazon - FR|France|Lenovo|IdeaPad Slim 5|Intel Core i7|N|NO|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.fr/products/lenovo-ideapad-slim-5-intel-core-i7
SKU-FR-0004|Amazon - FR|France|ASUS|ROG Strix SCAR 18|Intel Core 7|Y|YES|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.fr/products/asus-rog-strix-scar-18-intel-core-7
SKU-FR-0007|Amazon - FR|France|MSI|Raider GE78 HX|Intel Core Ultra 9|Y|YES|86|88|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.fr/products/msi-raider-ge78-hx-intel-core-ultra-9
SKU-FR-0008|Amazon - FR|France|Apple|"MacBook Pro 14"" M3"|Intel Core i9|N|NO|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.fr/products/apple-macbook-pro-14-m3-intel-core-i9
|Amazon - FR|France|Lenovo|Legion Pro 7i|Intel Core Ultra 5|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.fr/products/lenovo-legion-pro-7i-intel-core-ultra-5
SKU-FR-0015|Amazon - FR|France|MSI|Prestige 16 AI Evo|Intel Core Ultra 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/msi-prestige-16-ai-evo-intel-core-ultra-7
SKU-FR-0016|Amazon - FR|France|Apple|"MacBook Pro 14"" M3"|Intel Core i7|N|NO||50|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/apple-macbook-pro-14-m3-intel-core-i7
SKU-FR-0017|Amazon - FR|France|Dell|Inspiron 16 Plus (7640)|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/dell-inspiron-16-plus-7640--intel-core-7
SKU-FR-0020|Amazon - FR|France|ASUS|ExpertBook B9|Intel Core Ultra 9|Y|YES||50|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/asus-expertbook-b9-intel-core-ultra-9
SKU-FR-0021|Amazon - FR|France|Acer|Swift Go 14 AI|Intel Core i9|N|NO||90|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/acer-swift-go-14-ai-intel-core-i9
SKU-FR-0025|Amazon - FR|France|Dell|Alienware m16 R2|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/dell-alienware-m16-r2-intel-core-i5
SKU-FR-0028|Amazon - FR|France|ASUS|Zenbook Duo (2024)|Intel Core Ultra 7|Y|YES||40|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/asus-zenbook-duo-2024--intel-core-ultra-7
SKU-FR-0029|Amazon - FR|France|Acer|Swift X 14|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.amazon.fr/products/acer-swift-x-14-intel-core-i7
SKU-FR-0001|Fnac - FR|France|Apple|"MacBook Pro 16"" M3 Max"|Intel Core Ultra 9|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.fnac.com/products/apple-macbook-pro-16-m3-max-intel-core-ultra-9
SKU-FR-0002|Fnac - FR|France|Dell|Inspiron 15 (3520)|Intel Core i9|N|NO|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.fnac.com/products/dell-inspiron-15-3520--intel-core-i9
SKU-FR-0005|Fnac - FR|France|ASUS|TUF Gaming A15|Intel Core Ultra 5|Y|YES|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.fnac.com/products/asus-tuf-gaming-a15-intel-core-ultra-5
SKU-FR-0009|Fnac - FR|France|Apple|"MacBook Pro 16"" M3 Max"|Intel Core Ultra 7|Y|YES|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.fnac.com/products/apple-macbook-pro-16-m3-max-intel-core-ultra-7
SKU-FR-0010|Fnac - FR|France|Dell|Inspiron 16 Plus (7640)|Intel Core i7|N|NO||100|LISTING_ONLY (2-Rule)|https://www.fnac.com/products/dell-inspiron-16-plus-7640--intel-core-i7
|Fnac - FR|France|HP|OMEN 16 Transcend|Intel Core 7|Y|YES||100|LISTING_ONLY (2-Rule)|https://www.fnac.com/products/hp-omen-16-transcend-intel-core-7
SKU-FR-0014|Fnac - FR|France|Acer|Swift Go 14 AI|Intel Core Ultra 9|Y|YES||90|LISTING_ONLY (2-Rule)|https://www.fnac.com/products/acer-swift-go-14-ai-intel-core-ultra-9
SKU-FR-0015|Fnac - FR|France|Samsung|Galaxy Book4 Pro|Intel Core i9|N|NO||100|LISTING_ONLY (2-Rule)|https://www.fnac.com/products/samsung-galaxy-book4-pro-intel-core-i9
SKU-FR-0019|Fnac - FR|France|HP|Victus 15|Intel Core i5|N|NO||100|LISTING_ONLY (2-Rule)|https://www.fnac.com/products/hp-victus-15-intel-core-i5
